1465565149,0
1465565154,0
1465565159,0
1465565164,0
1465565169,0
1465565174,0
1465565179,0
1465565184,0
1465565189,0
1465565194,0
1465565199,0
1465565204,0
1465565209,0
1465565239,0
1465565244,0
1465565249,0
1465565254,0
1465565544,0
1465565549,0
1465565554,0
1465565559,0
1465565564,0
1465565624,0
1465565629,0
1465565634,0
1465565639,0
1465565644,0
1465565649,0
1465565704,0
1465565709,0
1465565879,0
1465565884,0
1465565889,0
1465566079,0
1465566084,0
1465566089,0
1465566094,0
1465570328,23
1465570333,23
1465570338,23
1465570343,23
1465570368,23
1465570373,23
1465572120,23.5
1465572125,23.5
1465572130,23.5
1465572135,23.5
1465572140,23.5
1465572145,23.5
1465572150,23.5
1465572155,23.5
1465572160,23.5
1465572165,23.5
1465572170,23.5
1465572175,23.5
1465572180,23.5
1465572185,23.5
1465572190,23.5
1465572195,23.5
1465572200,23.5
1465572205,23.5
1465572210,23.5
1465572215,23.5
1465572220,23.5
1465572225,23.5
1465572230,23.5
1465572235,23.5
1465572240,23.5
1465572245,23.5
1465572250,23.5
1465572255,23.5
1465572260,23.5
1465572265,23.5
1465572270,23.5
1465572275,23.5
1465572280,23.5
1465572285,23.5
1465572290,23.5
1465572295,23.5
1465572300,23.5
1465572305,23.5
1465572310,24
1465572315,24
1465572320,24
1465572325,24
1465572330,24
1465572335,24
1465572340,24
1465572345,24
1465572350,24
1465572355,24
1465572360,24
1465572365,24
1465572370,24
1465572375,24
1465572380,24
1465572385,24
1465572390,24
1465572395,24
1465572400,24
1465572405,24
1465572410,24
1465572415,24
1465572420,24
1465572425,24
1465572430,24
1465572435,24
1465572440,24
1465572445,24
1465572450,24
1465572455,24
1465572460,24
1465572465,24
1465572470,24
1465572475,24
1465572480,24
1465572485,24
1465572490,24
1465572495,24
1465572500,24
1465572505,24
1465572510,24
1465572515,24
1465572520,24
1465572525,24
1465572530,24
1465572535,24
1465572540,24
1465572545,24
1465572550,24
1465572555,24
1465572560,24
1465572565,24
1465572570,24
1465572575,24
1465572580,24
1465572585,24
1465572590,24
1465572595,24
1465572600,24
1465572605,24
1465572610,24
1465572615,24
1465572620,24
1465572625,24
1465572630,24
1465572635,24
1465572640,24
1465572645,24
1465572650,24
1465572655,24
1465572660,24
1465572665,24
1465572670,24
1465572675,24
1465572680,24
1465572685,24
1465572690,24
1465572695,24
1465572700,24
1465572705,24
1465572710,24
1465572715,24
1465572720,24
1465572725,24
1465572730,24
1465572735,24
1465572740,24
1465572745,24
1465572750,24
1465572755,24
1465572760,24
1465572765,24
1465572770,24
1465572780,24
1465572785,24
1465572790,24
1465572795,24
1465572800,24
1465572805,24
1465572810,24
1465572815,24
1465572820,24
1465572825,24
1465572830,24
1465572835,24
1465572840,24
1465572845,24
1465572850,24
1465572855,24
1465572860,24
1465572865,24
1465572870,24
1465572875,24
1465572880,24
1465572885,24
1465572890,24
1465572895,24
1465572900,24
1465572905,24
1465572910,24
1465572915,24
1465572920,24
1465572925,24
1465572930,24
